Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-0059,Test,Verify heatmap device filter (desktop/mobile/tablet),Test covers: Heatmaps. Verify heatmap device filter (desktop/mobile/tablet). Validates correct system behavior under Pre-prod environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap
2. Click device filter dropdown
3. Select 'Mobile'",Heatmap updates to show only mobile user data. Page screenshot changes to mobile viewport.,,Mixed device traffic data
VWO-TC-0060,Test,Verify traffic split configuration for A/B test [Firefox 126 / QA Environment],Test covers: A/B Testing. Verify traffic split configuration for A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Go to traffic allocation step
3. Set Control: 50%, Variation: 50%
4. Save",Traffic split saved as 50/50. Visual indicator updated.,,"Split: 50% control, 50% variation"
VWO-TC-0061,Test,Verify webhook fires on test completion [Chrome 124 / Staging],Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under Staging environment.,Low,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-0062,Test,Verify campaign list page loads under 2 seconds,Test covers: Performance. Verify campaign list page loads under 2 seconds. Validates correct system behavior under QA Environment environment.,Medium,To Do,Performance,"performance,load,speed","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login
2. Navigate to Campaigns
3. Measure page load time",Campaign list renders in under 2 seconds with 50+ campaigns.,,Account with 50+ campaigns
VWO-TC-0063,Test,Verify user can update display name,Test covers: Settings & Profile. Verify user can update display name. Validates correct system behavior under Staging environment.,Medium,To Do,Settings,"settings,profile,account","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to Profile Settings
2. Click Edit on Display Name
3. Enter new name 'QA Tester'
4. Save",Display name updated. Header shows new name. Success toast shown.,,New name: QA Tester
VWO-TC-0064,Test,Verify Google SSO login [Chrome Mobile / Staging],Test covers: Login & Authentication. Verify Google SSO login. Validates correct system behavior under Staging environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to app.vwo.com/login
2. Click 'Sign in with Google'
3. Select Google account
4. Authorize permissions",User logged in via Google OAuth. Redirected to VWO dashboard.,,Google account: qa@company.com
VWO-TC-0065,Test,Verify campaign summary widget displays correct data [Chrome Mobile / QA Environment],Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under QA Environment environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-0066,Test,Verify XSS protection in test name input [Safari 17 / Pre-prod],Test covers: Security. Verify XSS protection in test name input. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Security,"security,xss,csrf","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Enter test name: <script>alert('xss')</script>
3. Save",Script tag sanitized. Name saved as plain text. No JS executed.,,Input: <script>alert('xss')</script>
VWO-TC-0067,Test,Verify date range filter on dashboard,Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-0068,Test,Verify user can update display name [Safari 17 / Pre-prod],Test covers: Settings & Profile. Verify user can update display name. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Settings,"settings,profile,account","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Profile Settings
2. Click Edit on Display Name
3. Enter new name 'QA Tester'
4. Save",Display name updated. Header shows new name. Success toast shown.,,New name: QA Tester
VWO-TC-0069,Test,Verify Google SSO login,Test covers: Login & Authentication. Verify Google SSO login. Validates correct system behavior under Production environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Go to app.vwo.com/login
2. Click 'Sign in with Google'
3. Select Google account
4. Authorize permissions",User logged in via Google OAuth. Redirected to VWO dashboard.,,Google account: qa@company.com
VWO-TC-0070,Test,Verify scroll heatmap shows fold position [Chrome Mobile / QA Environment],Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under QA Environment environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-0071,Test,Verify account lockout after 5 failed attempts [Edge 124 / QA Environment],Test covers: Login & Authentication. Verify account lockout after 5 failed attempts. Validates correct system behavior under QA Environment environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Enter wrong password 5 times consecutively
2. Observe account behavior",Account locked for 15 minutes. Message: 'Too many failed attempts.',,"email: test@vwo.com, wrong passwords x5"
VWO-TC-0072,Test,Verify account lockout after 5 failed attempts,Test covers: Login & Authentication. Verify account lockout after 5 failed attempts. Validates correct system behavior under QA Environment environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Enter wrong password 5 times consecutively
2. Observe account behavior",Account locked for 15 minutes. Message: 'Too many failed attempts.',,"email: test@vwo.com, wrong passwords x5"
VWO-TC-0073,Test,Verify SQL injection protection in search,Test covers: Security. Verify SQL injection protection in search. Validates correct system behavior under Pre-prod environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to global search
2. Enter: ' OR 1=1 --
3. Submit",No database error. Results are empty or show 'No results found'.,,Search input: ' OR 1=1 --
VWO-TC-0074,Test,Verify webhook fires on test completion [Chrome 124 / Pre-prod],Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-0075,Test,Verify move heatmap tracks cursor movement [Chrome Mobile / QA Environment],Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under QA Environment environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-0076,Test,Verify session recording playback,Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under Production environment.,High,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-0077,Test,Verify move heatmap tracks cursor movement,Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under Production environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-0078,Test,Verify heatmap date range filter,Test covers: Heatmaps. Verify heatmap date range filter. Validates correct system behavior under Pre-prod environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap
2. Change date range to 'Last 7 days'
3. Apply",Heatmap refreshes showing data only for selected date range.,,Date range: last 7 days
VWO-TC-0079,Test,Verify Google SSO login,Test covers: Login & Authentication. Verify Google SSO login. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to app.vwo.com/login
2. Click 'Sign in with Google'
3. Select Google account
4. Authorize permissions",User logged in via Google OAuth. Redirected to VWO dashboard.,,Google account: qa@company.com
